text;relevance_sentence;type;stance;argument;abstract_number;;;;;;;;;;;;;;;;;;;;;;
It is argued that the idea behind the Sapir-Whorf hypothesis can assist our understanding of the reasons for this growing use of adjectives in the context of present day globalisation of the peace concept.;1;3;2;1;51;;;;;;;;;;;;;;;;;;;;;;
The Whorf hypothesis holds that differences between languages induce differences in perception and/or cognition in their speakers.;1;1;-1;-1;52;;;;;;;;;;;;;;;;;;;;;;
Much of the experimental work pursuing this idea has focused on the domain of color and has centered on the issue of whether linguistically coded color categories influence color discrimination.;0;1;-1;-1;52;;;;;;;;;;;;;;;;;;;;;;
A new perspective has been cast on the debate by recent results that suggest that language influences color discrimination strongly in the right visual field but not in the left visual field (LVF).;0;1;2;1;52;;;;;;;;;;;;;;;;;;;;;;
This asymmetry is likely related to the contralateral projection of visual fields to cerebral hemispheres and the specialization of the left hemisphere for language.;-1;1;2;1;52;;;;;;;;;;;;;;;;;;;;;;
The current study presents three independent experiments that replicate and extend these earlier results by using different tasks and testing across different color category boundaries.;-1;2;2;1;52;;;;;;;;;;;;;;;;;;;;;;
Our results differ in one respect: although we find that Whorfian effects on color are stronger for stimuli in the right visual field than in the LVF, we find that there are significant category effects in the LVF as well.;1;3;2;1;52;;;;;;;;;;;;;;;;;;;;;;
The origin of the significant category effect in the LVF is considered, and two factors that might account for the pattern of results are proposed.;-1;3;-1;-1;52;;;;;;;;;;;;;;;;;;;;;;
Language teaching theorists, unanimously, recognize de facto that culture teaching is a vital component of any language course, be it second or foreign.;-1;1;2;1;53;;;;;;;;;;;;;;;;;;;;;;
Knowledge of the target culture, awareness of its dominant characteristics and of the striking differences between the target culture and the mainstream culture should constantly be part of a language teaching menu.;-1;1;2;1;53;;;;;;;;;;;;;;;;;;;;;;
"Thus, considering a priori the oft-held view that language teaching consists of the four skills plus culture is at present all too often held to be partially true, yet more deluding than enlightening; culture in the language teaching-learning process ought not to be is an expendable fifth skill: an added frill.";0;1;-1;-1;53;;;;;;;;;;;;;;;;;;;;;;
Additionally, culture teaching should not be restricting, as it were, to a mere passing of information about the people of the target language, and about their general thoughts and worldviews.;-1;1;-1;-1;53;;;;;;;;;;;;;;;;;;;;;;
However, a large load of what is called culture is a sheer social construct, an unmitigated product of self- perceptions and others’ weltanschauung.;0;1;2;1;53;;;;;;;;;;;;;;;;;;;;;;
This ethno-linguistic dimension, assuming that different languages are likely to lead people to perform different actions because language shapes their worldview, is the nub of our research work.;1;2;2;1;53;;;;;;;;;;;;;;;;;;;;;;
Language-wise, what is the place of this hypothesis, and its pedagogical implications in our Algerian EFL classroom.;1;2;-1;-1;53;;;;;;;;;;;;;;;;;;;;;;
The answer to the question represents the general lay-out of the present article.;-1;2;-1;-1;53;;;;;;;;;;;;;;;;;;;;;;
The relation between language and thought has occupied linguists for at least a century.;1;1;-1;-1;54;;;;;;;;;;;;;;;;;;;;;;
Neo-Whorfianism, a weak version of the controversial Sapir-Whorf hypothesis, holds that our thoughts are subtly influenced by the grammatical structures of our native language.;1;1;-1;-1;54;;;;;;;;;;;;;;;;;;;;;;
One area of investigation in this vein focuses on how the grammatical gender of nouns affects the way we perceive the corresponding objects.;0;1;-1;-1;54;;;;;;;;;;;;;;;;;;;;;;
For instance, does the fact that key is masculine in German (der Schl?ssel), but feminine in Spanish (la llave) change the speakers' views of those objects?;0;1;-1;-1;54;;;;;;;;;;;;;;;;;;;;;;
Psycholinguistic evidence presented by Boroditsky et al. (2003, §4) suggested the answer might be yes: When asked to produce adjectives that best described a key, German and Spanish speakers named more stereotypically masculine and feminine ones, respectively.;0;1;2;1;54;;;;;;;;;;;;;;;;;;;;;;
However, recent attempts to replicate those experiments have failed (Mickan et al., 2014).;-1;1;0;1;54;;;;;;;;;;;;;;;;;;;;;;
In this work, we offer a computational analogue of Boroditsky et al. (2003, §4)'s experimental design on 9 languages, finding evidence against neo-Whorfianism.;1;3;0;1;54;;;;;;;;;;;;;;;;;;;;;;
The Whorf Hypothesis, or linguistic relativity, is a controversial theory positing that structural features of different languages can exert perceptible influences on aspects of cognition and conceptual worldview.;1;1;1;-1;55;;;;;;;;;;;;;;;;;;;;;;
Decades of empirical research has challenged the theory’s more extreme speculations, but subsequent empirical and theoretical developments have yielded substantial support for its weaker form.;-1;1;1;1;55;;;;;;;;;;;;;;;;;;;;;;
Within this framework, cross-linguistic investigations have increasingly focused on suggestive differences between Chinese and Indo-European languages, whose typological and conceptual divergences provide fertile ground for examining the interface between language and thought.;0;1;-1;-1;55;;;;;;;;;;;;;;;;;;;;;;
Research in this area has addressed domains such as grammatical structure, metaphor systems, counterfactual reasoning, abstract representation, and the processing of nominal and verbal categories.;-1;1;-1;-1;55;;;;;;;;;;;;;;;;;;;;;;
This chapter provides a general introduction to the topics covered in this collection of papers.;-1;2;-1;-1;55;;;;;;;;;;;;;;;;;;;;;;
"‘Whorfian Economics’ proposes that elements of a language can influence a speaker’s economic behavior; it is developed from the Sapir-Whorf hypothesis that the forms of a specific language can affect how its speakers think.";1;1;-1;-1;56;;;;;;;;;;;;;;;;;;;;;;
We examine proposals relating to four elements of language which vary cross-linguistically: the classification of all nouns into distinct genders, the possibility of omitting first- and second-person pronouns, the use of irrealis (which may express uncertainty), and whether future events must be expressed in a distinct future form (future time reference).;0;1;-1;-1;56;;;;;;;;;;;;;;;;;;;;;;
We suggest that in most cases, the complexity of the linguistic phenomena casts doubt on the Whorfian economic claims, but we also suggest that the most plausible of the causal effects hold for the future time reference distinction.;1;3;1;1;56;;;;;;;;;;;;;;;;;;;;;;
This was Chen’s (2013) original Whorfian economic argument, a proposal that languages which do not require explicit marking of future events have speakers who feel ‘closer’ to the future, positively influencing their savings behavior.;1;1;2;1;56;;;;;;;;;;;;;;;;;;;;;;
We also consider the use of bilingual speakers in Whorfian economics, where an individual’s choice between two languages may influence their thinking (or economic behavior) at that moment.;1;2;-1;-1;56;;;;;;;;;;;;;;;;;;;;;;
The significant role language occupies in human lives has led to the question whether language is merely a tool for expressing human thoughts or does it actually shape human thoughts.;1;1;-1;-1;57;;;;;;;;;;;;;;;;;;;;;;
Over the years many scholars have attempted to find answers for this question.;-1;1;-1;-1;57;;;;;;;;;;;;;;;;;;;;;;
One such influential study led to Sapir-Whorf hypothesis.;1;1;-1;-1;57;;;;;;;;;;;;;;;;;;;;;;
This paper seeks to answer the question why the Sapir-Whorf Hypothesis, also known as linguistic relativity proposal, still popular in academia even after numerous criticisms against it.;1;2;0;1;57;;;;;;;;;;;;;;;;;;;;;;
The paper incorporates the methodology of a textual analysis of study books and scholarly work based on the topic.;-1;2;-1;-1;57;;;;;;;;;;;;;;;;;;;;;;
Further the paper discusses Whorf’s writings and a selection of studies that support and refute the Sapir-Whorf hypothesis.;1;2;1;1;57;;;;;;;;;;;;;;;;;;;;;;
This study is an attempt to shed light on this heavily discussed area of human language and to add in to the existing knowledge on the subject.;-1;2;-1;-1;57;;;;;;;;;;;;;;;;;;;;;;
Do speakers of different languages think alike because of the universality of the experience of being human or do we all think differently because of differences in our languages?;1;1;-1;-1;58;;;;;;;;;;;;;;;;;;;;;;
The answer to these questions has changed throughout the history of linguistic thought, ranging from observing languages merely as tools for expressing our thoughts to strongly believing that languages shape and even constrain our thoughts.;-1;1;-1;-1;58;;;;;;;;;;;;;;;;;;;;;;
This paper presents an overview of two most important theories that deal with these questions: the “rise and fall” of linguistic determinism (Whorfianism), and the development of its more cautious version – linguistic relativism (Neo-Whorfianism) – advocated today primarily within the framework of cognitive views of language, as well as their criticisms, most commonly within the framework of generative views of language.;1;1;1;1;58;;;;;;;;;;;;;;;;;;;;;;
The purpose of the research is to investigate the Sapir-Whorf hypothesis of linguistic relativity by investigating the use of emojis in formal communication situations.;1;2;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
Emojis, while commonly associated with informal or casual conversation, are increasingly being used in official circumstances (Rehman & Butt, 2024).;-1;1;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
This study examines their inclusion into formal communication to see whether their existence affects language perception and cognition, as proposed by the Sapir-Whorf hypothesis.;1;2;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
The suitable method of this study was qualitative in which an online survey with semi-structured closed-ended and open-ended questions was done with 10 volunteers who had been working in formal settings for at least 5 years.;-1;2;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
These individuals had an excellent notion regarding linguistic relativity.;1;3;2;1;59;;;;;;;;;;;;;;;;;;;;;;
The data were analysed qualitatively by theme analysis.;-1;3;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
This study used linguistic analysis and experimental approaches to investigate the possible influence of emojis on language structure, semantics, and communication dynamics in formal settings (Abbasi et al., 2024).;-1;2;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
The findings add to our knowledge of how language features like emojis impact perception and expression in various communicative situations, influencing both linguistic theory and practical applications in formal communication settings.;0;3;2;1;59;;;;;;;;;;;;;;;;;;;;;;
Future research can incorporate a robust longitudinal dataset offering valuable insights into the dynamic nature of digital communication and language.;-1;3;-1;-1;59;;;;;;;;;;;;;;;;;;;;;;
It is an intriguing idea to realize that one’s particular language has the shaping influence on thoughts directly.;1;1;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
"Understanding this concept can facilitate in deciphering the cultural outlook and psychological mechanism of societies that speak any language(s); more elaborately, the Sapir-Whorf Hypothesis (SWH) of linguistic relativity and determinism tries to account for the manner in which language may influence thoughts.";1;1;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
From a pure linguistic position of SWH the shift now indicates language learning, both first and foreign, as a revealing strategy for uncovering the interplay of languages.;1;1;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
This qualitative inquiry bases itself on these reformulations of language and thought, so to relate SWH to the needs and concerns of cultural content, discourse processes and cognition.;1;2;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
The plan is to join two distinct traditions of research: firstly, the focus of cognitive anthropologists on discursive/ group cognition, and secondly, the linguistic tradition of ethnographic research on interactional nature of language.;0;2;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
This research is inclined to figure out the application of this newer outlook of SWH, in an experimental framework of communication gap filling and discursive practices by Pakistani ESL (English as a communication gap filling and discursive practices by Pakistani ESL (English as a Second Language) learners.;1;2;-1;-1;60;;;;;;;;;;;;;;;;;;;;;;
Converging behavioral and neural studies have shown a right visual field (RVF) advantage on language's effect on color categorical perception (the Whorfian effect).;1;1;2;1;61;;;;;;;;;;;;;;;;;;;;;;
But little is known about the effect of sign language on deaf people's perception of color categories.;0;1;-1;-1;61;;;;;;;;;;;;;;;;;;;;;;
To examine whether this lateralized effect also occurs in sign language systems, both behavioral and electrophysiological studies were conducted using visual search and oddball tasks respectively.;-1;2;-1;-1;61;;;;;;;;;;;;;;;;;;;;;;
The visual search results revealed that reaction times to targets were faster when the target and the paired distractor colors were easy to sign than when they were hard to sign, both in RVF and left visual field (LVF), and further, the LVF Whorfian effect was disrupted when participants performed the spatial interference secondary task.;1;3;2;1;61;;;;;;;;;;;;;;;;;;;;;;
In the oddball task, the amplitude of the vMMN component evoked by the within-category deviant was significantly smaller than that evoked by the between-category deviant when displayed in either the RVF or the LVF.;-1;3;2;1;61;;;;;;;;;;;;;;;;;;;;;;
Both the behavioral and electrophysiological findings show that the language of the deaf affects their color perception bi-laterally, which suggests that the nature of language decides the pattern of the Whorfian effect.;1;3;2;1;61;;;;;;;;;;;;;;;;;;;;;;
The Sapir-Whorf hypothesis in linguistic relativity explains that the linguistic structure of a society reflects the thoughts and way speakers view their world.;1;1;-1;-1;62;;;;;;;;;;;;;;;;;;;;;;
The Sasak people as one of the indigenous ethnic groups on Lombok Island, West Nusa Tenggara, also have a diversity of linguistic structures that reflect their outlook on life and cultural structures, one of which is in the form of sesenggak.;0;1;2;1;62;;;;;;;;;;;;;;;;;;;;;;
Therefore, this study aims to identify the outlook on life of the Sasak people reflected in the linguistic construction of sesenggak based on the Sapir-Whorf hypothesis through linguistic relativity.;1;2;2;1;62;;;;;;;;;;;;;;;;;;;;;;
The data in this study are in the form of texts (linguistic units) contained in sesenggak (Sasak proverbs), while the data sources in this study use primary data sources, namely sesenggak (Sasak proverbs) obtained from the book Peribahasa, Ungkapan dan Istilah Sasak by H. Lalu Muhammad Azhar, published by Yayasan Pendidikan Pariwisata Pejanggiq in 2003, as well as Sasak community leaders in Lombok.;-1;2;-1;-1;62;;;;;;;;;;;;;;;;;;;;;;
The primary data collection technique in this study was carried out using the reading and note-taking technique for written data sources, as well as the recording, listening, reading, and note-taking technique for oral data sources.;-1;2;-1;-1;62;;;;;;;;;;;;;;;;;;;;;;
To test the reliability of the data, the researcher used source triangulation, namely, combining primary data sources with secondary data to strengthen the interpretation of various findings.;-1;2;-1;-1;62;;;;;;;;;;;;;;;;;;;;;;
The data analysis technique was carried out in several stages, starting from identification, classification, interpretation, and concluding.;-1;2;-1;-1;62;;;;;;;;;;;;;;;;;;;;;;
The results of the study indicate that the linguistic structure of sesenggak reflects the cultural structure of the Sasak people, starting from their views on metaphysics, ethics, aesthetics, and logic.;0;3;2;1;62;;;;;;;;;;;;;;;;;;;;;;
The Sapir–Whorf hypothesis is often implicitly assumed to be true independent of its empirical status.;1;1;2;1;63;;;;;;;;;;;;;;;;;;;;;;
Feminist attempts to eliminate the generic he must assume that language somehow affects thought, since there is no intrinsic harm in the word itself.;0;1;1;1;63;;;;;;;;;;;;;;;;;;;;;;
Research to date has, in fact, shown that generic he tends to suggest a male referent in the mind of the reader.;-1;1;0;1;63;;;;;;;;;;;;;;;;;;;;;;
This study asks whether people's interpretation of a generic sentence varies depending on whether or not they have followed feminist proposals and reformed their own language.;0;2;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Fifty-five college students read sex-indefinite paragraphs involving either the generic he, he or she, or they, and made drawings to represent the mental images evoked by what they read.;-1;2;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
The sex of the figure drawn was the dependent variable.;-1;2;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Students' term papers were used to determine whether their own language was “reformed” or “traditional.” ;0;2;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
He was found to be least likely to evoke female referents, he or she most likely, and they in between.;-1;3;2;1;63;;;;;;;;;;;;;;;;;;;;;;
However, regardless of the pronoun, men drew more male and fewer female pictures than women.;-1;3;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Moreover, whereas men did not differ in their imagery, whether their language was reformed or traditional, women did.;0;3;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Traditional-language women had more male images than female.;-1;3;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Reformed-language women showed the opposite.;-1;3;-1;-1;63;;;;;;;;;;;;;;;;;;;;;;
Results are discussed in terms of the theory of social identity (Tajfel 1981), and it is concluded that the weak, correlational form of Whorf's thesis applies to women, the group that initiated the reform in the first place.;1;3;2;1;63;;;;;;;;;;;;;;;;;;;;;;
The idea that natural languages shape the way we think in different ways was popularized by Benjamin Whorf, but then fell out of favor for lack of empirical support.;1;1;1;1;64;;;;;;;;;;;;;;;;;;;;;;
But now, a new wave of research has been shifting the tide back toward linguistic relativity.;1;1;-1;-1;64;;;;;;;;;;;;;;;;;;;;;;
The recent research can be interpreted in different ways, some trivial, some implausibly radical, and some both plausible and interesting.;1;3;1;1;64;;;;;;;;;;;;;;;;;;;;;;
We introduce two theses that would have important implications if true: Habitual Whorfianism and Ontological Whorfianism.;1;3;1;1;64;;;;;;;;;;;;;;;;;;;;;;
We argue that these offer the most promising interpretations of the emerging evidence.;-1;3;-1;-1;64;;;;;;;;;;;;;;;;;;;;;;
Reports of research with the Piraha? and Munduruku? Amazonian Indians of Brazil lend themselves to discussions of the role of language in the origin of numerical concepts.;0;1;1;1;65;;;;;;;;;;;;;;;;;;;;;;
The research findings indicate that, whether or not humans have an extensive counting list, they share with nonverbal animals a language-independent representation of number, with limited, scale-invariant precision.;0;1;0;1;65;;;;;;;;;;;;;;;;;;;;;;
What causal role, then, does knowledge of the language of counting serve?;-1;1;-1;-1;65;;;;;;;;;;;;;;;;;;;;;;
"We consider the strong Whorfian proposal, that of linguistic determinism; the weak Whorfian hypothesis, that language influences how we think; and that the “language of thought” maps to spoken language or symbol systems.";1;2;-1;-1;65;;;;;;;;;;;;;;;;;;;;;;
I appreciate this opportunity to respond to Matsuda’s comments on my article.;-1;2;-1;-1;66;;;;;;;;;;;;;;;;;;;;;;
In his comments, Matsuda agrees with two basic arguments I made in my paper: (1) Kaplan’s view of the relationship between language and culture is not the same as the Sapir-Whorf hypothesis of linguistic relativity, and (2) it is very unlikely that the origin of contrastive rhetoric can be pinned down to a single source — the Sapir-Whorf hypothesis of linguistic relativity/determinism.;1;1;2;1;66;;;;;;;;;;;;;;;;;;;;;;
But he raised the question about whether Kaplan’s view of the relationship between language and culture is ‘incompatible’ with the Sapir-Whorf hypothesis, as I put it in my paper.;1;1;0;1;66;;;;;;;;;;;;;;;;;;;;;;
He also raised the question about my argument that the ethnography of communication (Hymes 1962) can be an important antecedent for contrastive rhetoric.;-1;1;0;1;66;;;;;;;;;;;;;;;;;;;;;;
My reply will thus take up each of these two questions.;-1;2;-1;-1;66;;;;;;;;;;;;;;;;;;;;;;
Whorfian socioeconomics is an emerging interdisciplinary field of study that holds that linguistic structures explain differences in beliefs, values, and opinions across communities.;1;1;-1;-1;67;;;;;;;;;;;;;;;;;;;;;;
This field, which draws on linguistic relativity but extends it radically, holds that linguistic features are a fundamental explanation for variation in human behavior.;1;1;-1;-1;67;;;;;;;;;;;;;;;;;;;;;;
This essay provides a conceptual overview and methodological critique of Whorfian socioeconomics, with a particular emphasis on empirical studies that document a correlation between the presence or absence of a linguistic feature in a survey respondent's language and their responses to survey questions.;1;2;2;1;67;;;;;;;;;;;;;;;;;;;;;;
Using the universe of linguistic features from the World atlas of language structures online and a wide array of responses from the World Values Survey, I show that such an approach produces highly statistically significant correlations in a majority of analyses, irrespective of the theoretical plausibility linking linguistic features to respondent beliefs and behavior.;1;3;0;1;67;;;;;;;;;;;;;;;;;;;;;;
I show how two simple and well-understood statistical fixes can more accurately reflect uncertainty in these analyses, and use them to replicate two prominent findings in Whorfian socioeconomics.;1;3;1;1;67;;;;;;;;;;;;;;;;;;;;;;
The essay concludes by reflecting on the common methodological challenges facing linguists and other social scientists interested in nonlinguistic effects of linguistic structures.;0;3;-1;-1;67;;;;;;;;;;;;;;;;;;;;;;
Recent work has shown that Whorf effects of language on color discrimination are stronger in the right visual field than in the left.;1;1;2;1;68;;;;;;;;;;;;;;;;;;;;;;
Here we show that this phenomenon is not limited to color: The perception of animal figures (cats and dogs) was more strongly affected by linguistic categories for stimuli presented to the right visual field than those presented to the left.;0;3;2;1;68;;;;;;;;;;;;;;;;;;;;;;
Moreover, the magnitude of the visual field asymmetry was reduced when demands on verbal working memory were increased by a secondary task.;-1;3;2;1;68;;;;;;;;;;;;;;;;;;;;;;
This reduction did not occur when the secondary task imposed demands on spatial working memory.;-1;3;2;1;68;;;;;;;;;;;;;;;;;;;;;;
Taken together, these results demonstrate that the lateralized Whorf effect may be quite general, reflecting an interaction of linguistic and perceptual codes primarily in the left hemisphere.;1;3;2;1;68;;;;;;;;;;;;;;;;;;;;;;
Inherent physical-perceptual distinctiveness plays a large role in color salience.;-1;1;-1;-1;69;;;;;;;;;;;;;;;;;;;;;;
In addition, words for color referents vary in lexical salience in a way that is concordant with the physical-perceptual distinctiveness of these referents.;-1;1;-1;-1;69;;;;;;;;;;;;;;;;;;;;;;
Highly distinctive referents typically receive salient labels, while less distinctive referents receive nonsalient ones.;-1;1;-1;-1;69;;;;;;;;;;;;;;;;;;;;;;
Hence the lexical salience of color words reflects underlying physical-perceptual salience.;0;3;2;1;69;;;;;;;;;;;;;;;;;;;;;;
However, in addition to mirroring physical-perceptual distinctiveness lexical salience also magnifies it.;0;3;2;1;69;;;;;;;;;;;;;;;;;;;;;;
Although language does not set the agenda for color categorization, it greatly augments the salience of color categories.;0;3;2;1;69;;;;;;;;;;;;;;;;;;;;;;
Thus lexical salience plays a crucial mediating and amplifying role between the physical-perceptual distinctiveness of color referents and color behavior.;0;3;2;1;69;;;;;;;;;;;;;;;;;;;;;;
These findings are consistent with both a universalist interpretation of color terminology and a Whorfian hypothesis which asserts that color language exerts an active influence on human thought and behavior.;1;3;2;1;69;;;;;;;;;;;;;;;;;;;;;;
The unit–decade compatibility effect is interpreted to reflect processes of place value integration in two-digit number magnitude comparisons.;-1;1;-1;-1;70;;;;;;;;;;;;;;;;;;;;;;
The current study aimed at elucidating the influence of language properties on the compatibility effect of Arabic two-digit numbers in Austrian, Italian, and Czech first graders.;-1;2;-1;-1;70;;;;;;;;;;;;;;;;;;;;;;
"The number word systems of the three countries differ with respect to their correspondence between name and place value systems; the German language is characterized by its inversion of the order of tens and units in number words as compared with digital notations, whereas Italian number words are generally not inverted and there are both forms for Czech number words.";-1;1;-1;-1;70;;;;;;;;;;;;;;;;;;;;;;
Interestingly, the German-speaking children showed the most pronounced compatibility effect with respect to both accuracy and speed.;-1;3;-1;-1;70;;;;;;;;;;;;;;;;;;;;;;
We interpret our results as evidence for a detrimental influence of an intransparent number word system place value processing.;0;3;2;1;70;;;;;;;;;;;;;;;;;;;;;;
The data corroborate a weak Whorfian hypothesis in children, with even nonverbal Arabic number processing seeming to be influenced by linguistic properties in children.;1;3;2;1;70;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
